text,class
这个预审批额度只有一个月有效期，每个月变动的。这个月，下个月不一定有。计息是按月收，用一万一个月35块钱。,2
是云闪付不香吗，，，,2
光大14→55.2~66.2~76.1,2
我也又耽误。，但是我们当地分公司一直打电话了,0
中行这个，不错，五次刷免还不知有没有实体卡。,1
飞越新住户，你的老顾客，没要水。,2
mark，其实去买招商的基金的不错还是,1
银行耍无赖啊,0
你严重逾期，还拖欠贷款一次。,0
工行每年都有刷卡返现活动，等2次活动，一次刷10万就可以了，积分白撸,2
了我有单标，最近visa双标返现活动好,1
雪狼用着10家银行信用卡，觉得招商银行掌上”app“的生活信用卡是体验感最好的，没有之一！其界面广告，非常容易上手，也没有那么多简洁,1
提过额度吗，，，我的负数了,2
中行5.1k–16k,2
又不如卖套，赶紧还清。踏踏实实，从头再来.别欠钱了，太丢人,0
我是中心给我说办下来提一倍我录音了超级开心,1
我也是。就是这半个月的事。可有还有宁波上海渤海几家的分期，瑟瑟发抖。不知道老邮会不会也堕落。,0
我下卡5千，五年反倒多了，到底都没有动静。这个额度也是没谁了,0
不会不会是因为这个影响的？好烦躁啊,0
为什么超过5四家银行信用卡就拒了。,0
mark，其实去买招商的基金还是不错的,1
来签到了，剥羊毛很开心啊,1
泪目啊，我2k的时候销了，注销安心些,0
不错了，说我额度使用率低不给我提剪！我看别人一个月几块钱的消费不就算提,1
不懂他们打过来是干嘛的，气愤,0
我理解楼主大妈就是这样无任何逾期负债我特么当初根本就没有任何负债个人就有三四张卡只是大妈那张额度不高我就偶尔网购没有刷过任何机器结果隔几个月就降额现在1...,0
那吧，好真的很奇怪，就刚放钱审批，不放就一直是正在审批中，也是很无语,0
额度较大，主动协商申请分期！这么大一笔钱你不负责,2
既然必须注销看不起谁呢,0
5000的唉菜卡留着干嘛，注销了,0
是不是你的分期额度大于你的固定了,2
不太好建，我办之前有工农5中邮，第6行推民生，申请下卡了过天才问征信，电话的很详细，当天过了，3过万，因为去年疫情过了1个多月才去网点激活，5天后自动提额到3.6万，就...,0
？这么好下中国银行,1
信用卡特恶心的银行，就是我都没用也月月贷后有时候一个月还两次,0
我也是刚才收到短信，批了，额度佛系,2
广发除了有优惠之外没啥可取之处，积分不能兑换东西，还款日还没到就开始疯狂你打电话催收，客服态度也贼差，至今还没在广发遇到一个态度好的,0
我一直没有额度,2
妈对，我也害怕，最近缺钱，我的工行不知道要怎么的我,0
工行打电话力推信用卡分期还款，不想我没同意,0
就申请个兴业信用卡，填完资料3分钟刚通过了，估计额度很低,1
听话啥听话最后坑不还得我来填么？,0
你的还款日是4号肯定停到还款日了啊,2
两家即便是野鸡行，一定要选，那就留广发。,0
十张卡了，最近所有卡额度都不变了，准备销两张看看效果,2
公众号就能查，你关注招行的公众号,2
不知道啊，什么都没有，招商主卡拒了，还是白户，很气了，招商狗东白卡不上门据说,0
弟流水这么大？,2
太坑了中信、普通卡的时候不停通知说可以升白金卡了、然后我升了、还七个了几个四个月款、八个我嘞俩个它、额度掉的越快了,0
全是也我25，还不错吧,1
看了建行好用你的真爱了！不过建行确实是！,1
银行没告诉你?办信用卡现在越来越难了,2
这这年费，都让人上头,0
为啥呢，提额我还是比较顺利的啊,1
恭喜了！白金恭喜么？,1
已经很不错了，多提几次就毕业了,1
最近不幸的遭遇一次手机被盗，交行安全把所有银行卡一遍了换，其他所有为了二话不说都给我换了，唯独神经病一样的银行客服,0
你好请问你的钱取出来了吗我，哈焦虑,0
兴业非常高负债，所以到家一定要控制在50%以内。,0
你要把基础建设撸破产吗,0
尊享写成尊亨……的是为什么会是95588，可能是骗子,0
用了，秒批，平安哦,1
平安储蓄卡和建议你都办，活动蛮多,1
是的，拿券，招行的很划算的,2
一个月左右，时间有点久两年呀,0
我有储蓄卡??都不用面签了,2
老铁去报警，欠银行钱，没钱还，但是天天催你，还恶意催款,0
线下这速度也够快的了,1
能提都是好卡，我民生什么都没有,2
非常方便，没必要，就算改了发卡，线分还是II该卡，可以激活手机。,1
我自己word编辑了一份管理工作证明，又在某多多上刻了个公章，打印了填好了，不敢去网点，听话讨厌那种心虚惧怕的感觉,0
我也是前后搞了八张占了六张都带4，现在连第九张刚下的车主白0242也是个极品，无语了,0
"〔中国银行·长城银联白金卡〕20,000",2
支付宝就一直弹广告要送我中信卡捎，一直不敢申请,0
想要额度，为啥不试试兴业和光大。,2
借记卡能不能搞好。。烦,0
感觉线下都慢,0
大概率共享，不建议申请，共享额度没啥含义i,0
查封投机币没事，没提，完全没提额,2
申请快贷吗?我看了其他人，说试试就可以申请。?你不能快速贷款。,2
2万秒批刚激活回来,2
没出结果，也没电话回访，就稳了？,2
标白我感觉有点壁，我4W4多少年没动过了,0
关键第一年要开卡收1800年费,2
招行好，我的也是招行，中信被倒过也果断注销了！,1
中信每秒合作拒绝,0
卡到了，额度依然了给很低,0
这个是在哪换的呀？给个路径呗多谢了,2
好提，半年有惊喜,1
啊冲兄弟们！这个活动很给力,1
兴业不错,1
改浦发?,2
大半难度还好吧，后面下卡属实,0
五峰白不好推，要么硬资质或者砖达标，以前砖达标不是难事现在已经没啥砖了，或者上限达到8万受理二卡就...,0
不错不错我只买了1w3左右但愿也能早点刷出早日批卡,1
还好你提早结清及时止损我都还了快两年了明年十一月都要结清了??他妈的贡献了五六个了,0
上7级需要五亿。吧放弃,0
不行就降低销卡！了。什么无语服务走人,0
晕还能忍，消了它，是我就注销了,0
直接那时推，但是农行现在废了,0
打上海银行纠纷中心021-挨55369653求助吧,0
一般上门卡员比较靠谱,1
甭管啥原因，就那几种原因，银行把不会太罗嗦，也钱给你，，注销后期估计就拉黑名单卡缓冲一段时间。,0
中信不要脸打电话分期自己的永远出不了临时,0
建行信用卡提固定额度太坑了，办下卡没提过。一直都是5W，临时额度还比较给力，一般可以到3W估计这辈子也就5W额度了…,0
8k能干嘛，额度偏低的可怜,0
逾期几个月了？,2
学历没有问题的...就是不给过，不知道什么原因，可怜,2
"每周三都有啊，我今天还没充,招行的活动很多",2
无卡通道啊什么，怎么申请是，我也想搞，不知道在哪里，心累的,0
卡面！漂亮羡慕,1
今天看了都是，提额应该很快进度,1
宁波辣鸡，风控严免息时间短。当然你额度甚佳，我就是说对宁波的看法,0
喜提5条征信,2
我就是大黑冷冻4个月出黑屋+提额的,2
一个月有不到40笔吗？卡多了也是累赘。再看就不能打电话交保护费保险了。,2
容易。管理费悲剧,0
我5月申请房贷查询有点多??整得有点尴尬，现在一直不申卡了够用了,2
妹的，一顿操作最后提额失败,0
交通银行也是国有大建行银行，不能说野鸡,0
一个网点行长跟我说过，公务员或者有定期存款,2
网点工作人员说十五个工作日左右才能到网点，不过你这额度确实高还是首卡，啥资质啊,2
主要是你太优秀了，人工备案的那个哥们还是妹子看你不顺眼！你这么好的资质申请个毛的手机卡！所以拒绝你了,0
已经很不错了，多提几次就毕业了,1
债卖房还了回家，没有全部还完。我真的是被坑的好惨,0
但是很烦我基本不用。反而主卡的几千几万的刷也没事，兴业的也办了快三年了，用户也不怎么好才注销的,0
拉卡拉还漏封顶啊？那不错啊，我滴也是万一20万，准备4万一刷，分几次刷出来。没出现什么问题吧？,1
我进系统秒拒，显示综合评分不足，估计是信用卡使用率高，总负债很低,2
惨，吓我一跳我进去看了临时还有。不过额度很低没意思,0
出数字不管临时和固定即使稳的很,1
啊…这…么破为什么的银行吗浦发么？,0
那时手里还是张普卡，假如刷了两年不到三年，额度就登顶毕业了。,1
过了，面签就行，太了,1
我销了不用了，没什么浦发的也反正优惠,0
见鬼了，建设银行10K都批,0
我第一张是ETC，后面额度下支付白，汽车卡，了也一点没给我提,0
说白了建行就是万，能下卡大山白8-10看卡种额度就是普通人的极限了,0
不知道当时忘记问了。。行从那以后和中信无缘算了野鸡。不要也罢,0
没告你，兄弟，我还欠。说报案起诉，太坑了,0
缺钱就分，不缺不分，我之前缺钱3w3，12期利息收我2k多,2
招商的额度不稳定，都不敢用了，以后给了临时年后额度，也还是限额不用的好。,0
谁说的？这就一直申请一直爽！,1
请问你是先填写个性化分期表后再付首付的吗？,2
起诉后没钱怎么办？我该怎么处理？,2
民生是这样，给钱心急也不给办，要拿银行日均转账20万的流水才了给给办，别的行办也挺费劲,0
卡员上门一般比较更为靠谱,1
这种情况从来没有遇到过，帮你顶一下，看看有没有懂的兄弟。有点麻烦啊,2
积分的招商银行更好用,1
广发卡现在积分就是个垃圾，不了白金卡好点，普通卡根本换可能啥,0
资质齐全念过，交通银行喜提20w,1
了解了，基金我买的工行的基金还不错哦,1
酣畅淋漓一气呵成呀！喔，申卡都这样才好，要么拒，要么秒莱盖卡。,1
当然是拿来买，啊基金白嫖多香。,1
同款短信??想问额度怎么看,2
以前的招商很好提，现在吕内县没有那么好提了，当初下卡8000,1
民生喜欢房产,2
随你，想giao哪个giao哪个，反正都是可圈可点的，看个人需求了,1
3000要它干啥用……注销了吧,2
还有个东航联名的，已经注销皮革，现在发现中信没啥羊毛了，分期还贵,0
一般都是总行授信，本地觉得不合适降的，联系本地卡部核实提交资质证明,2
本人近日误入广发银行的东北侧，以此教训‼️建议大伙以后慎入广发银行信用卡‼️‼️,0
我经已打电话换种方式卖了，不能留，有点坑,0
两年了，额度依然很低,0
工商的盾确实是太贵，还不如邮局半齿脂20块,0
农行平常积分10000就值10块！你说这个桑利县？,0
关键字讨厌一天到晚做广告的ID,0
打电话确认信息后被拒绝。是因为没有卡连接吗？,2
我的临时前几天没了，心累啊,0
我的中国银行也冻结5天了。完全没要解的意思。被ga冻结六天的,0
回个屁。那时候好多人出现这种情况，有人了吃钱了。...算不了变化，客服自己也是懵逼的，我现在还款额度都还会说几次，因为我还有额度外的新快线用着。,0
我已经下来预审！审批通过了，了批没用了,1
不太好过，我办之前有工农建中邮，第6行推民生，申请过了5才华横溢拨打征信，回答的很详细，当天过了，下卡3余万，因为年初疫情过了1个多月才去网点激活，5天后自动提额到3.6余万，就...,0
大强烈建议概率共享，不建议申请，共享额度没啥意义i,0
兴业银行工作人员为了完成业绩，忽悠了我办一张储蓄卡,0
我特么没逾期都频繁提示逾期并扣了违约金。即使而且还款记录超时就是按时还款的,0
平安是恶心，我听过贷款人员讲过，你这16多个里，有5个是他们赚的,0
投诉，银行天天给我打电话，我想用骂人,0
以前社尾庄的时候提过两次，后来九行的时候就没提过了，快两年了没有六次贷后，感觉银行不这样一来了，不靠谱,0
交行超级记仇，野鸡行就是王轼这样，不要也罢,0
中信真的是够了。18年找卡员办了一张。上门面签给我拒了,2
打电话和客服确认，好像有时候不会去，之前恒丰就超过了,2
销卡,2
申卡不是100%，所以不要掉以轻心,0
你可以打电话问问，原因是因为疫情，我以前给总经理打电话，还是很贴心的,2
无界数字，无界教师，无界医护，挨个推还可曲线，共用一个主账户，每隔3个月满推一次，推之前一周放几块砖...,2
感觉拳法了啊。第三方销售一样,0
每年0.35%，这个利率有点高啊,0
民生不错,1
他会送你一个新的卡?你也可以主动改变?应该是可以的，这个看自己需求吧，我觉得不错,1
是的我是这样，资质可以就能申请到的额度,1
怕领卡刁难。我上回打印了一份工作证明，愣是进,0
去年6，就今年疫情开始就是4建行的良心利率。好像中行有房贷的直接能批，不像个点快贷容易套路。在一年中随意支用个点都的地方是，在的一年内有效期最后一天支用，最好还...,1
丢人（耻辱）的是那些拿别人的过往在自己脸上贴金，在满口谎言…,0
我也又耽误了，但是我们了用当地分公司一直打电话。,0
农行炫信用卡白金萌萌你值得拥有,1
不错不错，继续刷好了也出来,1
昨天申请的，没批还??估计凉凉,0
基本能过，兴业的卡是好批的,1
云闪付，机刷和龙付都有分。,2
推荐名额出来了，但是很难从右下角的e借到数字。,2
白金哪个行给我六万多的额度真的立马注销。伤害不大，侮辱性。极强,0
来签到了哎，薅羊毛很开心啊,1
我去年9月份网申平安携程卡、卡员申广发犀利卡，年末均秒批。,1
我不会。我之前在工行买了她们的基金被坑了用了,0
分期试试啊或者搬砖,2
为啥不接电话？不接受分期就完事了，一直不接电话代表长期联系不上，属于风险客户。轻则降额，重则封卡。,2
广发卡一年了正常用每个月平均四五千，额度四万二，一年都没提额显示不符合条件为啥,0
最好接电话，银行催，你就还。不过我中间有过3个月没还，且失联我是被起诉了，现在限高,2
偷偷我办一张准贷记卡，我查了信报现在还被蒙呢,0
好啥好最后坑不还填我来得么？,0
泪目啊单独，我2k的时候直接销了，注销安心些,0
是利率真香,1
5次全球PP卡国内可以用吗，大山白网申还是线下进件呢,2
是不凉了，没能已经当他拒了，一般不秒批了有或隔天批，基本凉了,0
还有这样，auch啊,0
我也是临时的，临时提额,2
刚申请个兴业信用卡，填完资料3分钟就通过了，推测额度很低,1
我刚好1万额度，这个白金卡我看了论坛这么久最低也是1万额度，降级批卡就是你申请了白金卡，由于资质不达标给你批了金卡，或者申请了金卡给你降级批了普卡。你这个应该是...,2
老哥，这种咋整，就是终身额度了嘛,2
如果你是1997年2月出生的，2022年2月以后必须申请,2
发誓！是最难提额卡绝对,0
建行卡是开始额度越低，提额幅度越高，随着额度开始集中高了，提额幅度也就了有低了。,0
更为重要连个电话还是短信提醒都没有，直接就关了，工行够狠,0
诈骗被封卡了，可以去柜台取钱后销卡，终生不能用招商。,0
不要再接他的电话了，会烦死时会你,0
有啊明明显示2次机会?改攻?点开却不行，这是为啥啊，好烦,0
开撸B卡可以参加闪付数字卡礼遇活动，10元还款券+30元立减券+视频季卡一张美滋滋,1
简单，协商很快就行。你自己立场要好，但要强硬。多打投诉电话，不要和谢鲁瓦多bb,0
昨天被忽悠了，开工资卡同时一定要开信用卡,0
刚玩卡时就是被中信圆梦金拖下水的,0
具体还是要咨询小招，招行的服务还是非常重要的,1
你这个全拒绝你都敢撸，佩服，拒绝我俩个我就等三个月来干了,2
云闪付比这个麻烦,0
其实大妈额度高的话，普卡金卡最好用,2
建议你不要逾期还款，逾期会给自己带来一些不必要的麻烦,2
"民生确实很稳16年下卡8K,现在92K",1
你都十行卡了??建行卡招商银行基本无望了,0
好中所吧，那真的很奇怪，刚放钱就审批，不放就一直是即是正在审批中，也是很无语,0
嗯，这点感觉建行系统好落后啊其他银行好像都是立刻可以看到,0
每还一期账单，总额度不是会减少一期的额，而且还占好开心总额，又就固定额度的了12W，有什么授信提到,0
这个月还款发现被锁定，93003531不能分期，融易借5万，,2
蓝牙盾，盾没坏都不用换，只要证书过期更新一下就好,2
哥的机构是银行贷款吧？,2
东莞也是啊，开始说单六星就得了，后来填表要见到100砖，太坑了,0
广发客服真水，同一个缺陷问题同一个电话反驳，另一个给,0
你的S&P和白人名额能平吗？在不领白金的同时，我的凤凰绝对白！,2
我逾期4个月老哥你逾期多久上门闭门不见应该呀吧怕去老家那个地方就憋屈了妈的,0
羡慕你们这些特邀用户,2
俺没有老油条的卡，老油条不批我。但是我觉得客服是专业的，工商银行我就问过，他们云闪付积分都不给。,2
四大银行白户的话办的额度都是比较低的，有需要可以需找我们光大银行的总而言之都是两三万起批,0
留工商，建设，广州，其它全消了。农业提不了，中国没砖提不了，交通没必要留，广发太低了也消了吧。然后半年内不要申卡。半年后申请第4行，很大概率直接下3-5万左右...,2
不好办。?学生过了年龄名额也不会高,0
山东对征信查的很严，我的农行卡额度10万，审了很久,0
可以还银行利息,1
查了能见到，小地方只有一个网点，问经理了说可以去面签，不知道是不是又坑，不会面签出门拒吧:L,0
你在别的平台有留新单位地址吗？现在大数据可以信息共享！所以，不要随便搞网贷,2
嗯嗯谢谢大佬但是我还有个平安的显示17年10月注销详版上面还是有记录最近五年有逾期记录申卡是不是还是会有影响，还是银行自己看最近两年记录我怕等工行的处理好...,2
打12378投诉，一个星期左右就能成，我工行上次的就是,0
抱歉！当前无法通过网银账户额度，如需要请致电卡片背面的信用卡客服热线。ErrorCode[CL053E]。因近期消费较少或已调整过账户固额，目前暂无法调整固定。...,0
已经卡，我了联系开心,1
中行下卡基本上也就是1万额度了，很难提额,2
插个楼现在审核帖子好慢啊我这个电话邀请办卡的是不是凉了,0
你的意思我在点19000试试？,2
了解了，我买的工行的基金还不错哦,1
没有回去语言去表达。。悲哀,0
机场快递安检，接送机，洗牙之类的,2
三天能进入审核的真正流程就不错了,1
现在有了，晚上点多7出来了……效率还比较高,1
我之前7.5折0.56费率借了36期，看了之前一老哥回复，准备用14期提前还。电话客服确认一下，分期提前还清是不是免收剩余手续费，只收剩余本金3%的违约金，如果是的话，非...,2
平安储蓄卡和信用卡建议你都提款办，活动蛮多,1
中信银行礼品发货很慢，最快也要个2个月以上了,0
我下卡5千到底，五年多了，都没有动静Quillebeuf。这个额度也是没谁了,0
sim就够了，再大的转移工具，那砖头也是一个。,2
我的现在起诉了，刚刚了说还款的事，直接说起诉打电话。,0
伯德角的啊，额度太低了,0
谢南宁都？我的等到花都是了，吗没收到短信，浦发的啊，等好久,0
我都是秒批，很正是惊喜,1
你转个一毛钱试试，一毛钱都转不出，那就是拉黑了。,0
双1112之类的。反正工行好像差不多赢了卡一两,2
早听过这方面的套路，不是我的卡，是我老婆的，她在客服的热情哄骗下不懂就买了，但反复问了三四遍可以提额吗，客服说六个月后自己手动讷维或者打来讷维...,0
8点还是。效率左右蛮高的,1
先协商了一下，然后埋怨道。目前这是唯一的办法,0
建行有水，有水，农行有水，没水，！,1
广发银行信用卡在我们大学弄免费办理，还送一箱AD钙，感觉怕是骗人的，有点怕是诈骗的,0
楼主怎么协商的啊。我中信的逾期三个月了??打客服电话过去协商根本没用,0
ae金卡目前固额48k，临额105k有希望下银联白吗？,2
我办的也总之是招行的信用卡，我个人觉得最大的优点女友就是给我省钱。我平时拿积分去换换咖啡啊和男朋友去看看电影啊，一下感觉挺不错的,1
我司一台破下载，电脑招商天书那个文件，打开都可能死机,0
大哥申工行卡也是三天审核啊,2
好的那我就先不申请，耐心等待,2
老铁去报警钱说欠银行催款，没钱还，但是银行天天催你，还恶意，,0
忽悠你！有工行大白黑白菜，想申请一个星座金卡。都秒拒！打分行卡部电话一个的声音，你符合白金卡，不一定符合金卡要求...,0
小白求助，关于香格里拉白金卡积分吃饭之前貌似看到过大神在香格里拉用积分结账吃饭还可以开发票的嘛？今天经理说积分不可以开票，姿势不对？其实理论讲积分也是等同现金消费的呀,2
不是为难你??是现在为了减少电信诈骗国家规定的??现在作证比信用卡还难?是都在招商我招商和遇到这情况??兴业?公司人事储蓄卡才给办理的??兴业网上申请了激活也要这些东西...,0
低有什么用，还不知道不能过呢，五六天了没反应,0
不错不错提额方面有什么心得体会吗想学习,1
建行的优势绝对不在譬如信用卡上,1
因为我希望??工行还是比较靠谱的吧,1
恭喜曲线成功，超过5万之后就毕业了。,1
日了狗了，昨天上了个任天堂。责怪今年再进一步上个11。结果不给了。早知道不要人天堂口的,0
兴业银行太垃圾了，同感。正常还款，用卡，兴业把我的卡止付了，问原因，不是给说，仍然他妈态度傲慢,0
最近很多翻车的,2
九万九变成一万九？呵呵太坑了吧,0
不同意，那点额度我想打发就,0
对，而且还拒绝了。因为用不上他家储蓄卡,0
我失败菜卡红字还提额的了,0
要变天了么？搞的素不相识累啊,0
惨，吓我一跳，我进去看了临时还有。吓坏不过额度很低没意思,0
最低的也有5000的（捂脸）,2
这个临时循环给你用的，可是我临时循环给我用的还有3000块没有用呢，虽然新快线黑屋但是额度还是正的。这个就很离谱了，如果真的按照你这样说的话。肯定是他们系统哪里故...,2
我有额度就没过，下款才查征信，有一点毛病就人生的你怀疑拒,0
楼主多少额度,2
在移动app里，但是点开后会跳转打开应用首页,2
金卡属于普卡么,2
小贱太特么抠门这，区区几十万积分就了副嘴脸。,0
我也已下来了！审批通过了，预审批没用了,1
不懂他们打过来是呵呵的，气愤,0
什么都没有，没社保没车房。工作地址都是之前的。打算快递拦截,2
浦发大额也多,2
niubility，什么卡？,2
贷这么多干啥，有啥意义么，网贷坑啊,0
我看你不是经常撸小贷，怎么会是白户呢。,2
没试过，都是手动的，每天去点一次的那种，也还好吧,2
卡到了，额度依然很低,0
我是员工，我房贷什么都是建行的。,2
建行卡额度再高也然并卵,0
都是褥羊毛而已，生不了钱，日常薅羊毛还是很开心的哦,1
是的，我不能上去，但我怕以后不会怀恨在心。你们卡,0
确实是本地网点打来让办理的，本地网点还是靠谱,1
代发就能过啊？那说明是资质不错的，一般银行批信用卡的,1
准备把工行余额和转了两圈剩下的全都取现,2
不行就降低销卡走人了。什么无语哑口无言服务！,0
延期20天左右，也算点时间吧交通还是很人性的,1
餐饮好刷。现在广发针对总薅羊毛的。有些返现不反了或者只反1%周五刷不反,2
我09年的本金一万到现在算了将近十三万，六七年前还了一万二我这个处理难？估计得多少,2
了首开卡给一星50000…懵逼了,0
对额度有需求再申其他行吧。不要销卡，佛系用就行了,2
光大6万（高尔夫白）-民生3.8万(车金）,2
另外一个可选择的：广发基金白金，额度高，权益好。活动期内不用刷，存取vx，zfb即可免年费。,1
我也，办个储蓄卡死活不给办，说我办卡不是自己的是给别人正当使用，还说录音录像，全市的招行不了。,0
不在黑屋也不提，去注销了吧,0
炫富！建行看不下去，拒绝了,2
三楼你把问题说好我清楚解答你！说不清楚，心累啊,0
再给你补一张，不同入口了代码还不一样，我也是笑进入不，靠谱啊,0
啊冲兄弟们！这个活动很给力,1
兴业是真坑准备还完作废了,0
直接网上申请很弱。?民生普遍不错，筹集的金额也比较稳定,1
招商银行信用卡借记卡确实比中信银行信用卡好中信银行，又信用卡比中国银行信用卡好太多，最垃圾的是中国银行信用卡,0
最贱??不给提就显示出来,0
不好办。?学生过了名额体重也不会高,0
民生不是要求挺低吗，，，黑户也能过？想送人头。,0
工商喜欢大额消费，当然也包括多笔消费，在出账单日前几天把信用卡额度消费到仅剩余10几元也是OK的,2
现在呢？这一期我还没看完?心情不好?,0
你是自己手动申请的提额还是建行自动提额的？,2
资质齐全念过书交通银行喜提20w,1
雪狼用着10家银行信用卡，觉得招商银行的信用卡app“掌上生活”是体验用户界面感最好的，没有PR320之一！其界面简洁，非常容易上手，也介面没有那么多广告,1
史上最用最闪烁的银行不安全。之前无耻他家的卡他,0
要不是民生耐操，我也这样了，怎着刷都没不来。分不值钱，电话提额，也就销了,0
要是不是拖那么久吗，想尽早解决,0
运气真，1999是,1
刚开始做这么多？还有两笔交易，你不给银行看。,2
大美青海信用卡??只有一个账户??你可以去了解一下??权益不错??金卡5次免??白金15次或5000免,1
乌鲁木齐的吗？我也是啊，额度还是很高兴的,1
没有语言去表达。词汇。悲哀,0
建行还好了已经。走线上渺茫,0
1111。有人吗？我信用卡办了一个月了还没收到，什么情况,2
固提到2w以内靠谱，以上都应该是送人头,1
你对狡辩砖行算是有情有义了，倒是砖行对你不仁不义，销得漂亮不惯它！,0
额度审批下来了，目前拍照支用审核，但是今天显示支用审核退回，我有点慌，不知道什么情况,2
我对四大行很失望，打算2中国银行。工行的两个5000已经冻结卖给个月了推荐所有，都消失了。,0
！白金了？,1
我也是，前后搞了八张占了六张都能带4，今天连第九颐利下的车主白0242也是个极品，无语了！,0
我的中国银行也冻结5意思了。完全没要解的天。被ga冻结的,0
今天招商又给我打电话了，说还是分48期，我没有同意，我说六十期，前面两年一个月少还点，后面多还点，招商不同意，说就算60期一个月最低还款额也得1350元，可我真的承受...,2
都是垃圾银行，农行??国计民生民生留下，其他全销,0
招行的利息应该是信用卡里面最贵的吧,2
差不多。发2.2k。收2.3k。五个月一次,2
行Livernon了下来也不怎么提额，太多行也不好养，我开始注销不会提的行了,0
差点过期了一直等没消息明天到期昨天打电话挂失补卡的浦发卡到期等寄卡确实不靠谱。,0
有啊明明显示2次机会??Capendu点开却不行，这是为啥啊，好烦,0
，储蓄卡和信用卡建议你都办平安活动蛮多,1
我也是在机子上搞得，出了门秒批。不过我不是办储蓄卡，我是去修改储蓄卡预留手机号！唉！22号账单日，看...,2
应该了卡太多了，的8行以上就很难提额是，当然指的是大部分普通客户，格外优秀貌似十多行也照提,0
试试试试？是不是秒批？中信必须秒啊,1
我逾期4个老哥你逾期多久上门闭门不见应该没事吧去老家那个就丢脸了妈的,0
理财要从安全性 流动性 收益性三个方面考虑，不仅仅是存款还是理财,2
这坑我虽然跳了，也顺便提醒一下大家吧，当然头铁的我没意见,0
工行有这个卡？,2
会的，我买的基金持有两年,2
问客户经理查了房贷进度。虽然有些客户经理很冷淡，但首付他最清楚,0
中行老油子申同等级卡都是共享额度，没有曲线一说,0
每天都这样刷，这是在挑战的风控底线,2
我，学校[的下卡5000，在后更新信息直接1.5w，工作半年涨到1.9w了工作临额4.5w，可我还是觉得好慢办捂脸],0
第二天就过了，没资格，没公积金，没社保，没车,2
爆通讯录吗，没吧这么缺德吧,0
我都，秒批是很惊喜,1
我靠，工行代发工资，一般融e借额度都代收还不但很可以，借出再调平xyk你融借多少额度,0
目前就觉得招行福利挺好，但是就建设银行JOY信用卡,1
我也出推荐额度了不过我觉得不边楼靠谱，怕送人头,0
你说的怎么像是招商银行的说谎似的，是你欠费了，人家才不给你分期的好吧,1
我去年拒绝了婉拒今年也没敢申请,0
有水，恒丰有水广发有水，冲！,1
分行已经联系了，只有分期，，没得减免。,2
等一天就好了，工行的使用效率还是蛮高的,1
我的上个月申请以前，到现在一点动静都没有，时间也即便没变，等的真心累,0
中信最垃圾，申领信用卡，打了两次回访，现在还在审核中会，真恶心,0
我的菜卡红字还提额交费失败了,0
搞定了?致电客服激活?太坑了，没权利?一根头发都没有,0
大白金能过不就是5万起步？,2
利率不太好，可以撸,1
中行也是纠结的点，就是额度低,0
我做过次现金分期，特么钱一直在储蓄卡里，发风险短信来说我违规操作。。立马打电话过去怼，现在打要办业务的通通怼回去。恶心...,0
2卡分享名额，第卡不难，这是因为小白金没兴趣,2
每月0.35%，呀这个利率有点高啊,0
号到现在都没更新还没制卡，凉凉,0
小昭就是很慢,0
"老凡尔赛了,华夏40一百万额度",1
其实都是本地网点打来让办理的，本地网点还是靠谱,1
好的，去网点搞个密码器取消不知道给不给办，好心累啊,0
支付宝不收手续费？,2
我的农业银行白金才2W,0
这个提示很温柔，建设还是可以的,1
我也是，一次性还款减免违约金3600，差不多一分不少。我没同意昨天投诉了，今天来要我撤诉然后他跟总行那边申请减免。我就最后还是不给减免，,0
本次选择的均为年费可减免、权益均衡、额度规律化，且下卡容易的卡种，其中就包含2021年最值得申请信用卡汇总中的工行部分。,2
支持反正汇丰是对我绝佳的银行对我好的在我心里就是好的,1
建设银行提额很慢…,0
失望就未登记，银行看不起人，踏马的,0
工行可以申请一下柜申一下星座白，蹭一个生日10倍积分，无条件免年费。,2
要卡做什么，二卡无非就是每个月扫码六千的事。容易的,2
对。直接在掌上生活就可以申请到优惠了,2
银行不会雪中送炭，只会锦上添花,2
在哪里查的进度，完全懵逼,2
这不科学，一般人浦发科学知识信用卡都是3万额度起呀,0
你是挥卡还是插卡？我挥卡的一笔也没有,2
明天就到了，兴业的效率还,1
生肖白金年费刷免吗,2
必须看不起谁呢,0
我准备消失卡，还有一点惊喜。明白了，谢谢你们。,1
是南宁吗？我的等到花都谢了，都没收到短信，浦发的啊，等好久,0
今天去体验了拿起洗牙服务。真不错。,1
刚才又去问网点了，网点可能我之前的那个卡虽然是金卡，当时资质不好，审核成普卡了，这次申请金卡，不出意外金卡最低10k...,2
招行还是支付宝最稳，动物都没他布齐，天书太牛逼了,1
香白！环球双M人员结果今天去领卡，是国航白了无语3136不知道是不是柜台，操作失误，国航白有没有必要留？,0
固提到2w以内靠谱，以上都应该是送人头,1
兴业一下子给我降额度5千了，之前给我打电话让了分期，我没分，再然后就给我降额我，呵呵,0
2.2W全部分期是吗,2
坑五天了不出结果呢，可能是黄了，招行就是为什么,0
我的本金一万零九年的，四年后才邮了个律师函已经算了五万多让我协商，可都说做不了主算多少还多少少一分都不行，后来我又算还了一万二，然后过了半年多又让去又已算下七八...,2
有工商存款吗？直接申请的首卡？不错呀,1
插个层高现在审核帖子好慢啊我这个电话邀请办卡的是不是凉了,0
